Combinación de Características;Puntaje R^2; alcohol; chlorides; citric acid; density; free sulfur dioxide; pH; residual sugar; sulphates; total sulfur dioxide;volatile acidity
fixed acidity, volatile acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, pH;0,309694947;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, density, pH;0,30950315;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide;0,309090787;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,30887022;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, total sulfur dioxide, pH;0,307028969;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, total sulfur dioxide, pH;0,306983276;;;;;;;;;;
fixed acidity, citric acid, residual sugar, total sulfur dioxide, density, pH;0,305500234;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,304489351;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, free sulfur dioxide, total sulfur dioxide, pH;0,304144681;;;;;;;;;;
fixed acidity, residual sugar, chlorides, total sulfur dioxide, density, pH;0,303094874;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH;0,30274964;;;;;;;;;;
volatile acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH;0,302491842;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,302193992;;;;;;;;;;
fixed acidity, volatile acidity, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,301946913;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,300168278;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, density;0,29976776;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, total sulfur dioxide, pH;0,297778713;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH;0,297259732;;;;;;;;;;
fixed acidity, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,295828588;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,294217493;;;;;;;;;;
volatile acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,29217542;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, density, pH;0,290654018;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, total sulfur dioxide, pH;0,28797845;;;;;;;;;;
fixed acidity, citric acid, residual sugar, free sulfur dioxide, density, pH;0,28613325;;;;;;;;;;
fixed acidity, citric acid, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,285966274;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH;0,285061443;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density, pH;0,283964251;;;;;;;;;;
citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,279441791;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, density, pH;0,278165777;;;;;;;;;;
fixed acidity, volatile acidity, residual sugar, chlorides, free sulfur dioxide, pH;0,274830765;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, free sulfur dioxide, pH;0,274716815;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, density;0,274619789;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, pH;0,273457724;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide;0,271110468;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide;0,270326356;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH;0,269789889;;;;;;;;;;
volatile acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH;0,262708067;;;;;;;;;;
fixed acidity, residual sugar, free sulfur dioxide, total sulfur dioxide, density, pH;0,261077228;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, density;0,257272314;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, total sulfur dioxide, pH;0,253088883;;;;;;;;;;
fixed acidity, volatile acidity, citric acid, chlorides, free sulfur dioxide, pH;0,249802385;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, density, pH;0,248831553;;;;;;;;;;
fixed acidity, residual sugar, chlorides, free sulfur dioxide, total sulfur dioxide, pH;0,210799336;;;;;;;;;;
fixed acidity, citric acid, residual sugar, chlorides, free sulfur dioxide, pH;0,199142027;;;;;;;;;;
